Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1782549181,29,STREAM,TTFT,1.400000,0.000000,1900,2000,2300,2400,2600,22000,22000,22000,22000,22000,22000,32,0,1400,2169.567331671715,906.3029289245605,22256.938934326172,0.0
1782549181,29,POST,chat (headers),1.000000,0.000000,890,1100,1300,1300,1700,1900,1900,1900,1900,1900,1900,19,0,870,1020.0295328885611,807.153792004101,1886.5590000059456,0.0
1782549181,29,,Aggregated,3.400000,0.000000,1900,2600,8200,8400,9100,9700,22000,22000,22000,22000,22000,70,0,1400,3551.499618967396,807.153792004101,22256.938934326172,0.0
1782549182,30,STREAM,E2E,1.000000,0.000000,8800,9100,9500,9500,9600,9700,9700,9700,9700,9700,9700,20,0,8200,8467.05561876297,7114.138841629028,9978.684186935425,0.0
1782549182,30,STREAM,TTFT,1.500000,0.000000,2000,2300,2400,2600,2700,22000,22000,22000,22000,22000,22000,33,0,1400,2186.983838225856,906.3029289245605,22256.938934326172,0.0
1782549182,30,POST,chat (headers),1.000000,0.000000,1000,1300,1500,1500,1700,1900,1900,1900,1900,1900,1900,20,0,870,1045.5339395964984,807.153792004101,1886.5590000059456,0.0
1782549182,30,,Aggregated,3.500000,0.000000,2000,2700,8300,8400,9500,9700,22000,22000,22000,22000,22000,73,0,1600,3594.825449707433,807.153792004101,22256.938934326172,0.0
1782549183,31,STREAM,E2E,1.100000,0.000000,9000,9300,9500,9500,9600,9700,9700,9700,9700,9700,9700,21,0,8300,8507.197539011637,7114.138841629028,9978.684186935425,0.0
1782549183,31,STREAM,TTFT,1.500000,0.000000,2000,2400,2600,2700,3200,22000,22000,22000,22000,22000,22000,34,0,1400,2217.0475160374363,906.3029289245605,22256.938934326172,0.0
1782549183,31,POST,chat (headers),1.100000,0.000000,1100,1300,1500,1500,1700,1900,1900,1900,1900,1900,1900,21,0,880,1055.677386904357,807.153792004101,1886.5590000059456,0.0
1782549183,31,,Aggregated,3.700000,0.000000,2000,3200,8400,8800,9500,9700,22000,22000,22000,22000,22000,76,0,1600,3634.2103814409043,807.153792004101,22256.938934326172,0.0
1782549184,32,STREAM,E2E,1.100000,0.000000,9100,9500,9500,9500,9600,9700,9700,9700,9700,9700,9700,23,0,8400,8573.944972909016,7114.138841629028,9978.684186935425,0.0
1782549184,32,STREAM,TTFT,1.700000,0.000000,3800,14000,21000,22000,24000,26000,28000,28000,28000,28000,28000,45,0,1900,6143.35781733195,906.3029289245605,27769.404888153076,0.0
1782549184,32,POST,chat (headers),1.100000,0.000000,1300,1300,1500,1500,1700,1900,1900,1900,1900,1900,1900,23,0,880,1059.4282644831212,807.153792004101,1886.5590000059456,0.0
1782549184,32,,Aggregated,3.900000,0.000000,3800,9300,9700,12000,22000,24000,28000,28000,28000,28000,28000,91,0,1900,5472.732815823702,807.153792004101,27769.404888153076,0.0
1782549185,33,STREAM,E2E,1.100000,0.000000,9300,9500,9600,9600,9700,10000,10000,10000,10000,10000,10000,24,0,8400,8647.036880254745,7114.138841629028,10328.150749206543,0.0
1782549185,33,STREAM,TTFT,1.500000,0.000000,9200,14000,21000,22000,24000,26000,28000,28000,28000,28000,28000,47,0,2000,6163.015000363614,906.3029289245605,27769.404888153076,0.0
1782549185,33,POST,chat (headers),1.100000,0.000000,1300,1500,1700,1700,1900,2200,2200,2200,2200,2200,2200,24,0,880,1104.8990399188672,807.153792004101,2150.7268749410287,0.0
1782549185,33,,Aggregated,3.700000,0.000000,8400,9500,10000,12000,22000,24000,28000,28000,28000,28000,28000,95,0,2000,5512.71754843428,807.153792004101,27769.404888153076,0.0
1782549186,34,STREAM,E2E,1.300000,0.000000,9500,9600,9700,9700,10000,11000,11000,11000,11000,11000,11000,26,0,8800,8757.986765641432,7114.138841629028,10535.83574295044,0.0
1782549186,34,STREAM,TTFT,2.500000,0.000000,5000,14000,21000,21000,24000,26000,28000,28000,28000,28000,28000,48,0,2000,6139.408772190412,906.3029289245605,27769.404888153076,0.0
1782549186,34,POST,chat (headers),1.300000,0.000000,1400,1500,1900,1900,2200,2300,2300,2300,2300,2300,2300,26,0,890,1164.013772459629,807.153792004101,2304.1034169727936,0.0
1782549186,34,,Aggregated,5.100000,0.000000,5000,9500,10000,11000,21000,24000,28000,28000,28000,28000,28000,100,0,2000,5526.636350557674,807.153792004101,27769.404888153076,0.0
1782549187,35,STREAM,E2E,1.300000,0.000000,9600,9600,10000,10000,10000,11000,11000,11000,11000,11000,11000,27,0,9000,8805.117112618906,7114.138841629028,10535.83574295044,0.0
1782549187,35,STREAM,TTFT,2.500000,0.000000,5000,12000,20000,21000,24000,26000,28000,28000,28000,28000,28000,51,0,2000,6061.65439007329,906.3029289245605,27769.404888153076,0.0
1782549187,35,POST,chat (headers),1.300000,0.000000,1500,1700,1900,1900,2200,2300,2300,2300,2300,2300,2300,27,0,950,1187.019604961043,807.153792004101,2304.1034169727936,0.0
1782549187,35,,Aggregated,5.100000,0.000000,5000,9500,10000,11000,21000,24000,28000,28000,28000,28000,28000,105,0,2200,5513.6387168418705,807.153792004101,27769.404888153076,0.0
1782549188,36,STREAM,E2E,1.200000,0.000000,9600,10000,10000,10000,11000,11000,11000,11000,11000,11000,11000,29,0,9000,8914.415523923677,7114.138841629028,10672.477006912231,0.0
1782549188,36,STREAM,TTFT,2.500000,0.000000,5100,12000,21000,21000,24000,26000,28000,28000,28000,28000,28000,52,0,2000,6041.706520777482,906.3029289245605,27769.404888153076,0.0
1782549188,36,POST,chat (headers),1.200000,0.000000,1500,1800,1900,2200,2300,2500,2500,2500,2500,2500,2500,29,0,1000,1258.1435244426068,807.153792004101,2517.242082976736,0.0
1782549188,36,,Aggregated,4.900000,0.000000,5100,9600,10000,11000,21000,24000,28000,28000,28000,28000,28000,110,0,2300,5537.935922573193,807.153792004101,27769.404888153076,0.0
1782549189,37,STREAM,E2E,1.300000,0.000000,9900,10000,10000,10000,11000,11000,11000,11000,11000,11000,11000,31,0,9100,8983.086316816269,7114.138841629028,10672.477006912231,0.0
1782549189,37,STREAM,TTFT,2.600000,0.000000,5400,12000,20000,21000,24000,26000,28000,28000,28000,28000,28000,55,0,2300,6003.025063601407,906.3029289245605,27769.404888153076,0.0
1782549189,37,POST,chat (headers),1.300000,0.000000,1800,1900,1900,2200,2300,2500,2500,2500,2500,2500,2500,31,0,1100,1296.4662002820162,807.153792004101,2517.242082976736,0.0
1782549189,37,,Aggregated,5.200000,0.000000,5400,9600,10000,11000,21000,24000,26000,28000,28000,28000,28000,117,0,2400,5545.576978872857,807.153792004101,27769.404888153076,0.0
1782549190,38,STREAM,E2E,1.300000,0.000000,10000,10000,10000,11000,11000,11000,11000,11000,11000,11000,11000,32,0,9100,9037.258684635162,7114.138841629028,10716.602087020874,0.0
1782549190,38,STREAM,TTFT,2.600000,0.000000,5400,14000,21000,21000,24000,26000,28000,28000,28000,28000,28000,55,0,2300,6003.025063601407,906.3029289245605,27769.404888153076,0.0
1782549190,38,POST,chat (headers),1.300000,0.000000,1800,1900,2200,2300,2500,2600,2600,2600,2600,2600,2600,32,0,1100,1337.2865729288606,807.153792004101,2602.7181249810383,0.0
